first_name,last_name,location,linkedin,email,current_title_and_company,prior_title_and_company,school_and_degree,climate_interest_reason,created_at,status,internal_notes
Liam,Patel,Austin TX,https://linkedin.com/in/liampatel,lpatel@yahoo.com,Student at Stealth,Student @ Consulting Firm,State University - Business,I don't have a concrete idea yet but want exposure.,2026-01-04T00:01:11Z,accepted,
Jackson,Ramirez,New York,https://linkedin.com/in/jacksonramirez,jackson769@protonmail.com,Startup Founder (exploring) @ Family Office,Operations Manager at Family Office,Oxford - PPE,Exploring whether climate is a space worth committing to.,2026-02-08T22:52:31Z,applied,VC attendee.
Claire,Mehta,Berlin,https://linkedin.com/in/clairemehta,claire.mehta@protonmail.com,Policy Analyst @ Consulting Firm,,Harvard - Economics,I want to meet interesting people.,2026-02-08T05:57:24Z,confirmed,
Jun,Scott,FL,https://linkedin.com/in/junscott,jun771@gmail.com,Backend Engineer @ Amazon,Stealth,Stanford - CS,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-17T13:16:32Z,applied,
Sienna,Scott,LA,,sienna772@outlook.com,Operations Manager at Nonprofit,,High School Senior,Mostly here to learn and see what people are working on.,2026-01-02T23:18:03Z,accepted,
Fatima,Johnson,SF,https://linkedin.com/in/fatimajohnson,fatimajohnson@gmail.com,Recruiter at Amazon,,Cambridge - Engineering,Exploring whether climate companies hire differently.,2026-01-27T16:13:28Z,applied,
Mason,Singh,Berlin,https://linkedin.com/in/masonsingh,masonsingh@outlook.com,Recruiter at Google,Sales Director @ Shopify,UCLA - Design,Just expanding my network.,2026-01-19T12:58:59Z,applied,
Grace,Robinson,Chicago,https://linkedin.com/in/gracerobinson,grace.robinson@yahoo.com,Backend Engineer @ Coinbase,Marketing Manager,Cambridge - Engineering,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-15T19:13:43Z,applied,
Noah,Phillips,CA,https://linkedin.com/in/noahphillips,noah776@outlook.com,Sales Director,,Stanford - CS,I want to meet interesting people.,2026-02-20T18:54:40Z,applied,
Omar,Johnson,Canada,https://linkedin.com/in/omarjohnson,ojohnson@yahoo.com,Airbnb,Startup Founder (exploring) at VC Fund,UCLA - Design,Considering building something but still ideating.,2026-01-31T08:04:54Z,applied,
Olivia,Kim,WA,https://linkedin.com/in/oliviakim,olivia.kim@gmail.com,Marketing Manager,Product Manager (non-technical) at Self-employed,Oxford - PPE,Exploring whether climate is a space worth committing to.,2026-01-05T09:24:48Z,applied,Student exploring.
Mason,Gonzalez,USA,,mason.gonzalez@outlook.com,Technical Co-founder @ VC Fund,Chief of Staff at Airbnb,Stanford - CS,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-01-28T00:18:29Z,applied,
Chloe,Young,Bay Area,https://linkedin.com/in/chloeyoung,cyoung@protonmail.com,Community Lead,,Harvard - Economics,Exploring whether climate is a space worth committing to.,2026-02-17T02:21:21Z,applied,Probably not serious.
Amir,Hall,,https://linkedin.com/in/amirhall,ahall@outlook.com,VC Fund,,,I want to meet interesting people.,2026-01-05T04:40:21Z,confirmed,VC attendee.
Mason,Adams,FL,https://linkedin.com/in/masonadams,mason.adams@gmail.com,Stripe,Startup Founder (exploring) @ Google,Community College,Exploring whether climate is a space worth committing to.,2026-01-12T08:45:25Z,applied,
Kiran,Hill,LA,,kiranhill@yahoo.com,Sales Director,Recruiter @ Consulting Firm,State University - Business,Just curious about the startup scene.,2026-02-22T17:34:05Z,applied,
Aisha,Hernandez,New York,https://linkedin.com/in/aishahernandez,aisha.hernandez@yahoo.com,Operations Manager at Nonprofit,Technical Co-founder @ Shopify,Oxford - PPE,Curious about supply chain and deployment challenges in climate.,2026-02-14T17:56:05Z,applied,Probably not serious.
Camila,Cho,London,https://linkedin.com/in/camilacho,camila785@gmail.com,Recruiter @ VC Fund,Microsoft,Oxford - PPE,Looking to build relationships with founders who will need early hires.,2026-02-22T09:05:26Z,accepted,
Aiden,Gonzalez,CO,,aidengonzalez@gmail.com,Student at Nonprofit,,Cambridge - Engineering,Mostly here to learn and see what people are working on.,2026-01-04T12:34:57Z,applied,
Sofia,Evans,Denver,https://linkedin.com/in/sofiaevans,sofia787@outlook.com,Backend Engineer @ Shopify,Chief of Staff @ VC Fund,,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-02-21T20:51:27Z,accepted,
Chloe,Evans,LA,https://linkedin.com/in/chloeevans,cevans@yahoo.com,ML Engineer @ Self-employed,,,I'm a technical founder exploring climate SaaS opportunities.,2026-01-28T14:08:39Z,declined,
Mateo,Walker,,https://linkedin.com/in/mateowalker,mateowalker@yahoo.com,AI Researcher at Stripe,Community Lead at Google,Harvard - Economics,Curious whether distributed systems problems show up in climate infra.,2026-01-19T09:52:01Z,confirmed,
Noah,Chen,Berlin,https://linkedin.com/in/noahchen,noahchen@yahoo.com,Software Engineer at Self-employed,,State University - Business,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-18T18:59:27Z,applied,
Jun,Thomas,LA,,jthomas@outlook.com,Business Development,,Oxford - PPE,I want to meet interesting people.,2026-02-07T02:57:30Z,applied,
Camila,Gonzalez,TX,,cgonzalez@protonmail.com,Data Scientist at Early-stage startup,,State University - Business,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-01-01T03:06:29Z,applied,
Riley,Hill,Bay Area,https://linkedin.com/in/rileyhill,riley793@outlook.com,CTO at Google,Product Manager (non-technical) @ Airbnb,High School Senior,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-02-21T02:02:14Z,accepted,
Ivy,Perez,FL,,ivyperez@protonmail.com,Angel Investor,Business Development @ Stripe,MIT - Engineering,Exploring a new climate thesis around industrial decarbonization.,2026-01-04T02:30:52Z,applied,
Adam,Hall,London,https://linkedin.com/in/adamhall,adam.hall@outlook.com,Talent Lead @ Coinbase,Sales Director @ Consulting Firm,,Looking to build relationships with founders who will need early hires.,2026-02-20T21:15:24Z,applied,VC attendee.
Camila,Nelson,Toronto,https://linkedin.com/in/camilanelson,camila796@gmail.com,Community Lead @ Microsoft,Talent Lead @ Family Office,State University - Business,Just curious about the startup scene.,2026-01-19T17:06:41Z,applied,Probably not serious.
Diego,Nelson,CO,https://linkedin.com/in/diegonelson,diego797@outlook.com,Amazon,Operations Manager @ Stealth,,Considering building something but still ideating.,2026-01-24T15:37:24Z,applied,
Anika,Baker,CA,,anikabaker@yahoo.com,Shopify,CTO at Stripe,MIT - Engineering,Just curious about the startup scene.,2026-01-14T10:16:24Z,applied,
Riley,Young,London,https://linkedin.com/in/rileyyoung,rileyyoung@outlook.com,Sales Director at Nonprofit,,Harvard - Economics,Just curious about the startup scene.,2026-02-16T11:14:18Z,declined,
Aiden,Lee,Miami,https://linkedin.com/in/aidenlee,aidenlee@outlook.com,Chief of Staff at University,Business Development @ Self-employed,MIT - Engineering,Exploring operator roles in mission-driven startups.,2026-02-05T11:55:32Z,accepted,
Isabella,Walker,LA,https://linkedin.com/in/isabellawalker,isabella801@protonmail.com,Recruiter,,NYU - Marketing,Looking to build relationships with founders who will need early hires.,2026-02-06T03:21:31Z,declined,
Anika,Mehta,CA,https://linkedin.com/in/anikamehta,anikamehta@yahoo.com,Business Development @ Microsoft,,UCLA - Design,Just curious about the startup scene.,2026-02-20T16:32:15Z,confirmed,
Rohan,Thompson,CO,https://linkedin.com/in/rohanthompson,rohan803@outlook.com,Sales Director @ Stealth,Community Lead @ University,Oxford - PPE,Just curious about the startup scene.,2026-01-25T12:10:04Z,applied,
Mateo,Lee,Toronto,https://linkedin.com/in/mateolee,mateo804@protonmail.com,Sales Director at VC Fund,Operations Manager @ University,Oxford - PPE,Considering building something but still ideating.,2026-02-17T17:20:38Z,applied,
Fatima,Edwards,Miami,,fatima.edwards@protonmail.com,Software Engineer @ VC Fund,,UCLA - Design,I'm a technical founder exploring climate SaaS opportunities.,2026-01-29T20:50:42Z,applied,
Amir,Gonzalez,FL,https://linkedin.com/in/amirgonzalez,amir.gonzalez@yahoo.com,Consulting Firm,MBA Candidate @ University,Cambridge - Engineering,Exploring whether climate is a space worth committing to.,2026-02-20T09:42:18Z,applied,Operator profile.
Aisha,Singh,LA,,aishasingh@outlook.com,Recruiter at Stealth,,Oxford - PPE,Looking to build relationships with founders who will need early hires.,2026-02-08T08:45:00Z,applied,
Rahul,Davis,Canada,https://linkedin.com/in/rahuldavis,rahul808@yahoo.com,Policy Analyst @ Early-stage startup,,Community College,Considering building something but still ideating.,2026-01-25T20:57:13Z,confirmed,
Liam,Allen,Austin TX,https://linkedin.com/in/liamallen,liamallen@yahoo.com,Business Development at Airbnb,Recruiter at Stripe,NYU - Marketing,I want to meet interesting people.,2026-02-08T07:02:34Z,applied,
Logan,Nguyen,Canada,https://linkedin.com/in/logannguyen,logan.nguyen@yahoo.com,MBA Candidate @ VC Fund,,Community College,I want to meet interesting people.,2026-01-16T04:00:21Z,accepted,
Anika,Moore,New York,,anikamoore@yahoo.com,Family Office,Recruiter @ Family Office,Community College,Exploring whether climate is a space worth committing to.,2026-01-31T08:19:23Z,accepted,
Adam,Walker,Miami,https://linkedin.com/in/adamwalker,awalker@gmail.com,Angel Investor at University,Angel Investor @ Shopify,UCLA - Design,Evaluating whether climate is too crowded for new capital.,2026-01-03T23:17:22Z,accepted,
Priya,Hernandez,Austin TX,https://linkedin.com/in/priyahernandez,priya.hernandez@protonmail.com,Technical Co-founder,MBA Candidate @ Consulting Firm,Oxford - PPE,Curious whether distributed systems problems show up in climate infra.,2026-02-06T17:08:51Z,applied,
Elena,Mitchell,Canada,,elena814@outlook.com,Consulting Firm,,Community College,I want to meet interesting people.,2026-02-08T16:47:31Z,accepted,
Omar,Young,SF,https://linkedin.com/in/omaryoung,omaryoung@outlook.com,Full Stack Engineer at Amazon,Self-employed,State University - Business,Curious whether distributed systems problems show up in climate infra.,2026-01-26T19:26:20Z,accepted,
Ava,Lopez,Bay Area,https://linkedin.com/in/avalopez,alopez@gmail.com,Angel Investor @ Self-employed,Startup Founder (exploring) @ Coinbase,Stanford - CS,I invest in early-stage startups and want to meet serious technical climate founders.,2026-01-24T13:50:32Z,applied,
Mei,Mitchell,WA,,mei.mitchell@protonmail.com,Data Scientist,Technical Co-founder @ Self-employed,Cambridge - Engineering,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-10T15:33:26Z,accepted,
Rahul,Campbell,,https://linkedin.com/in/rahulcampbell,rahul.campbell@yahoo.com,Angel Investor @ Airbnb,,State University - Business,I invest in early-stage startups and want to meet serious technical climate founders.,2026-02-15T06:57:32Z,applied,
Omar,Lopez,NYC,,omar.lopez@outlook.com,Stealth,Operations Manager,NYU - Marketing,I want to meet interesting people.,2026-01-25T10:18:17Z,applied,
Maya,Edwards,New York,https://linkedin.com/in/mayaedwards,maya.edwards@yahoo.com,Venture Associate at Shopify,Product Manager (non-technical) @ Family Office,UCLA - Design,I heard there would be good snacks and interesting conversations.,2026-02-13T18:02:27Z,applied,
Ava,Moore,TX,https://linkedin.com/in/avamoore,avamoore@outlook.com,Venture Associate at Early-stage startup,Policy Analyst at Coinbase,NYU - Marketing,"Honestly, I just like meeting founders and seeing what people are building.",2026-02-09T04:01:36Z,applied,
Taylor,Anderson,MA,,tayloranderson@protonmail.com,Software Engineer @ Nonprofit,,Cambridge - Engineering,Curious whether distributed systems problems show up in climate infra.,2026-02-17T03:14:45Z,applied,
Eli,Thompson,FL,https://linkedin.com/in/elithompson,eli.thompson@yahoo.com,CTO,,Cambridge - Engineering,I'm a technical founder exploring climate SaaS opportunities.,2026-01-22T22:58:06Z,accepted,
Sofia,Hernandez,"San Francisco, CA",https://linkedin.com/in/sofiahernandez,sofiahernandez@yahoo.com,Community Lead @ Amazon,,High School Senior,Trying to figure out if climate tech is where I should build my career.,2026-01-03T01:45:37Z,confirmed,
Hannah,Moore,TX,https://linkedin.com/in/hannahmoore,hannah.moore@outlook.com,Technical Co-founder @ Coinbase,Angel Investor,High School Senior,Curious whether distributed systems problems show up in climate infra.,2026-01-05T08:33:41Z,applied,
Sam,Green,New York,https://linkedin.com/in/samgreen,samgreen@yahoo.com,ML Engineer @ VC Fund,MBA Candidate @ Airbnb,NYU - Marketing,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-06T21:12:12Z,applied,
Sophia,Brown,MA,https://linkedin.com/in/sophiabrown,sophiabrown@gmail.com,ML Engineer @ University,Software Engineer at Stripe,MIT - Engineering,I'm a technical founder exploring climate SaaS opportunities.,2026-02-04T18:18:13Z,applied,
Priya,Torres,CA,https://linkedin.com/in/priyatorres,ptorres@protonmail.com,AI Researcher at Consulting Firm,Shopify,High School Senior,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-29T11:36:13Z,applied,
Olivia,Phillips,Remote,,ophillips@yahoo.com,Recruiter at VC Fund,Business Development @ Stealth,Stanford - CS,Exploring whether climate companies hire differently.,2026-01-30T09:20:10Z,applied,
Zoe,Allen,CO,,zoeallen@gmail.com,ML Engineer @ Consulting Firm,Software Engineer at Early-stage startup,High School Senior,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-04T18:28:00Z,accepted,Operator profile.
Mei,Davis,Toronto,https://linkedin.com/in/meidavis,mdavis@outlook.com,Community Lead at Stripe,Data Scientist at Google,UCLA - Design,Just curious about the startup scene.,2026-02-20T22:38:34Z,confirmed,
Jamie,Perez,Toronto,,jperez@gmail.com,Google,Full Stack Engineer at University,UCLA - Design,Just curious about the startup scene.,2026-01-27T09:30:57Z,applied,
Rohan,Cho,Remote,https://linkedin.com/in/rohancho,rcho@yahoo.com,ML Engineer @ University,Data Scientist at Nonprofit,High School Senior,Curious whether distributed systems problems show up in climate infra.,2026-02-01T05:29:38Z,confirmed,
Morgan,Scott,Miami,https://linkedin.com/in/morganscott,morgan834@protonmail.com,Chief of Staff @ Google,,Harvard - Economics,"Not sure yet, just checking out the ecosystem.",2026-01-28T12:25:03Z,applied,
Amir,Torres,IL,https://linkedin.com/in/amirtorres,amir835@outlook.com,Family Office,ML Engineer @ University,High School Senior,Trying to figure out if climate tech is where I should build my career.,2026-01-17T11:14:30Z,accepted,
Rohan,Scott,London,https://linkedin.com/in/rohanscott,rohan836@gmail.com,Chief of Staff @ Amazon,Recruiter @ Coinbase,Harvard - Economics,Curious about supply chain and deployment challenges in climate.,2026-01-08T01:47:50Z,declined,
Nina,Anderson,Chicago,https://linkedin.com/in/ninaanderson,nina.anderson@gmail.com,Startup Founder (exploring) @ Stripe,Google,NYU - Marketing,Considering building something but still ideating.,2026-01-12T23:21:49Z,accepted,
